DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2004-0284-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Huaihua, Yiyang, Xiangxi Tujia and Miao, Changsha , Loudi, Hengyang , Yueyang areas (Hunan Sheng province)",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,92250,Km2,,,,2004,6,20,2004,6,25,47,500,168000,,168500,,,,,361000,582356,61.98958593,"[{""adm2_code"":13130,""adm2_name"":""Changsha""},{""adm2_code"":13133,""adm2_name"":""Hengyang""},{""adm2_code"":13135,""adm2_name"":""Yueyang""},{""adm2_code"":13138,""adm2_name"":""Yiyang""},{""adm2_code"":13141,""adm2_name"":""Huaihua""},{""adm2_code"":13142,""adm2_name"":""Loudi""},{""adm2_code"":13143,""adm2_name"":""Xiangxi Tujia and Miao""}]",2004/7/2,2023/9/25
2004-0287-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shuicheng Xian area (Liupanshui district, Guizhou Sheng province) Fenggang Xian area (Zunyi district, Guizhou Sheng province)",Torrential rain,,No,No,No,,47480,Km2,,,,2004,6,14,2004,6,16,5,,90000,,90000,,,,,,,61.98958593,"[{""adm2_code"":13064,""adm2_name"":""Liupanshui""},{""adm2_code"":13065,""adm2_name"":""Zunyi""}]",2004/7/2,2023/9/25
2004-0299-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guizhou Sheng province,Heavy rains,,No,No,No,,,Km2,,,Yin Jiang river,2004,6,22,2004,6,23,,,556000,73,556073,,,,,,,61.98958593,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""}]",2004/7/1,2023/9/25
2004-0303-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Luodian, Guiding areas (Qiannan Buyei and Miao district, Guizhou Sheng province), Qiandongnan Miao and Dong district (Guizhou Sheng province)",Brief torrential rain,,No,No,No,,9850,Km2,,,,2004,6,5,2004,6,6,3,,740,,740,,,,,,,61.98958593,"[{""adm2_code"":13070,""adm2_name"":""Qiandongnan Miao and Dong""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""}]",2004/7/2,2023/9/25
2004-0306-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yibin Shi, Xingwen Xian areas (Yibin district, Sichuan Sheng province), Shandong Sheng, Guangxi Zhuangzu Zizhiqu provinces",Heavy rains,"Rain|Slide (land, mud, snow, rock)",No,No,No,,14990,Km2,,,,2004,6,28,2004,6,30,15,,,,,,,,,,,61.98958593,"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm2_code"":13266,""adm2_name"":""Yibin""}]",2004/7/9,2023/9/25
2004-0325-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Jiangxi Sheng province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,10940,Km2,,,Le'an,2004,5,13,2004,5,17,7,,,,,,,,,53500,86305,61.98958593,"[{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]",2004/7/7,2023/9/25
2004-0372-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Lushui Xian area (Nujiang Lisu district, Yunnan Sheng province), Tengchong Xian, Changning Xian and Longling Xian areas (Baoshan district, Yunnan Sheng province), Yingjiang Xian area (Dehong Dai and Jingpo district, Yunnan Sheng province), Heze, Jining, Tai'an, Linyi districts (Shandong Sheng province), Luohe, Nanyang, Pingdingshan, Sanmenxia, Xinxiang, Xuchang, Zhoukou districts (Henan Sheng province), Huaihua, Xiangxi Tujia and Miao, Zhangjiajie, Changde, Yiyang, Yueyang, Loudi, Shaoyang districts (Hunan Sheng province), Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi provinces",Heavy rains,Rain,No,No,No,,27920,Km2,,,,2004,7,15,2004,7,20,133,4026,33648000,,33652026,,,3000,4840,1100000,1774492,61.98958593,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm2_code"":13102,""adm2_name"":""Pingdingshan""},{""adm2_code"":13105,""adm2_name"":""Xinxiang""},{""adm2_code"":13108,""adm2_name"":""Xuchang""},{""adm2_code"":13109,""adm2_name"":""Luohe""},{""adm2_code"":13110,""adm2_name"":""Sanmenxia""},{""adm2_code"":13111,""adm2_name"":""Nanyang""},{""adm2_code"":13114,""adm2_name"":""Zhoukou""},{""adm2_code"":13134,""adm2_name"":""Shaoyang""},{""adm2_code"":13135,""adm2_name"":""Yueyang""},{""adm2_code"":13136,""adm2_name"":""Changde""},{""adm2_code"":13137,""adm2_name"":""Zhangjiajie""},{""adm2_code"":13138,""adm2_name"":""Yiyang""},{""adm2_code"":13141,""adm2_name"":""Huaihua""},{""adm2_code"":13142,""adm2_name"":""Loudi""},{""adm2_code"":13143,""adm2_name"":""Xiangxi Tujia and Miao""},{""adm2_code"":13232,""adm2_name"":""Jining""},{""adm2_code"":13233,""adm2_name"":""Tai'an""},{""adm2_code"":13237,""adm2_name"":""Linyi""},{""adm2_code"":13241,""adm2_name"":""Heze""},{""adm2_code"":13313,""adm2_name"":""Baoshan""},{""adm2_code"":13314,""adm2_name"":""Dehong Dai and Jingpo""},{""adm2_code"":13316,""adm2_name"":""Nujiang Lisu""}]",2005/3/8,2023/9/25
2004-0457-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Nanchong, Bazhong, Dazhou, Mianyang, Guang'an, Guangyuan, Ya'an, Liangshan Yi districts (Sichuan Sheng province), Chongqing Shi province",Hevay rains,"Slide (land, mud, snow, rock)",No,No,No,,362800,Km2,,,"Zhou, Upper Yangtze",2004,9,2,2004,9,7,222,10000,8240000,3000,8253000,,,,,471000,759805,61.98958593,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm2_code"":13260,""adm2_name"":""Mianyang""},{""adm2_code"":13261,""adm2_name"":""Guangyuan""},{""adm2_code"":13265,""adm2_name"":""Nanchong""},{""adm2_code"":13267,""adm2_name"":""Guang'an""},{""adm2_code"":13268,""adm2_name"":""Dazhou""},{""adm2_code"":13269,""adm2_name"":""Ya'an""},{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""},{""adm2_code"":13273,""adm2_name"":""Bazhong""}]",2004/9/9,2023/9/25
2005-0307-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Shalanzhen villages (Ning'an Shi area, Mudanjiang district, Heilongjiang Sheng province)",Brief torrential rain,,No,No,No,,2330,Km2,,,,2005,6,10,2005,6,12,117,25,400,,425,,,,,45000,70211,64.09274026,"[{""adm2_code"":13095,""adm2_name"":""Mudanjiang""}]",2005/9/13,2023/9/25
2005-0334-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Dazhou, Bazhong, Guang'an, Nanchong, Yibin, Luzhou, Garze Tibetan (Sichuan Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,69400,Km2,,,,2005,6,28,2005,7,10,58,230,11230000,,11230230,,,,,607000,947065,64.09274026,"[{""adm2_code"":13258,""adm2_name"":""Luzhou""},{""adm2_code"":13265,""adm2_name"":""Nanchong""},{""adm2_code"":13266,""adm2_name"":""Yibin""},{""adm2_code"":13267,""adm2_name"":""Guang'an""},{""adm2_code"":13268,""adm2_name"":""Dazhou""},{""adm2_code"":13271,""adm2_name"":""Garzê Tibetan""},{""adm2_code"":13273,""adm2_name"":""Bazhong""}]",2006/2/27,2023/9/25
2005-0344-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shaoping village (Chongzuo district, Guangxi Zhuangzu Zizhiqu province), Teng, Wuzhou, Changzhou, Wanxiu areas (Wuzhou district, Guangxi Zhuangzu Zizhiqu province), Yongfu, Yangshuo, Pingle areas (Guilin district, Guangxi Zhuangzu Zizhiqu province), Xincheng Xian, Xiangzhou Xian areas (Laibin district, Guangxi Zhuangzu Zizhiqu province), Weining Yi-Hui-Miao Zizhixi area (Bijie district, Guizhou Sheng province), Wuchuan Gelao-Miao Zizhixia area (Zunyi district, Guizhou Sheng province), Songtao Miao Zizhixian area (Tongren district, Guizhou Sheng province), Liuzhou, Hechi, Hezhou districts (Guangxi Zhuangzu Zizhiqu province), Heyuan, Shaoguan, Huizhou, Zhaoqing, Foshan districts (Guangdong Sheng province), Zheijiang Sheng, Fujian Sheng, Jiangxi Sheng, Hunan Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,371,226600,Km2,,,,2005,6,19,2005,6,30,235,,16700000,,16700000,,,,,2160000,3370116,64.09274026,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""},{""adm2_code"":13029,""adm2_name"":""Shaoguan""},{""adm2_code"":13033,""adm2_name"":""Foshan""},{""adm2_code"":13037,""adm2_name"":""Zhaoqing""},{""adm2_code"":13038,""adm2_name"":""Huizhou""},{""adm2_code"":13041,""adm2_name"":""Heyuan""},{""adm2_code"":13050,""adm2_name"":""Liuzhou""},{""adm2_code"":13051,""adm2_name"":""Guilin""},{""adm2_code"":13052,""adm2_name"":""Wuzhou""},{""adm2_code"":13058,""adm2_name"":""Chongzuo""},{""adm2_code"":13059,""adm2_name"":""Laibin""},{""adm2_code"":13060,""adm2_name"":""Hezhou""},{""adm2_code"":13062,""adm2_name"":""Hechi""},{""adm2_code"":13065,""adm2_name"":""Zunyi""},{""adm2_code"":13066,""adm2_name"":""Tongren""},{""adm2_code"":13068,""adm2_name"":""Bijie""}]",2006/1/16,2023/9/25
2005-0474-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shiyan, Xiangfan, Suizhou districts (Hubei Sheng province)",Rainstorms,"Slide (land, mud, snow, rock)",No,No,No,,43680,Km2,,,Han river and tributaries,2005,8,14,2005,9,5,28,,14500,,14500,,,,,,,64.09274026,"[{""adm2_code"":13119,""adm2_name"":""Shiyan""},{""adm2_code"":13121,""adm2_name"":""Xiangfan""},{""adm2_code"":13129,""adm2_name"":""Shennongjia""}]",2006/1/16,2023/9/25
2005-0475-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Tieling, Fushun, Shenyang, Benxi, Jinzhou, Huludao, Chaoyang districts (Liaoning Sheng province), Jilin Sheng province",Heavy rains,,No,No,No,,85860,Km2,,,,2005,8,13,2005,8,20,52,46,,188000,188046,,,,,913000,1424498,64.09274026,"[{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm2_code"":13177,""adm2_name"":""Shenyang""},{""adm2_code"":13180,""adm2_name"":""Fushun""},{""adm2_code"":13181,""adm2_name"":""Benxi""},{""adm2_code"":13183,""adm2_name"":""Jinzhou""},{""adm2_code"":13188,""adm2_name"":""Tieling""},{""adm2_code"":13189,""adm2_name"":""Chaoyang""},{""adm2_code"":13190,""adm2_name"":""Huludao""}]",2005/9/7,2023/9/25
2005-0505-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Xiaocaobaxiang village (Yiliang Xian area, Zhaotong district, Yunnan province)",Heavy rain,Broken Dam/Burst bank,No,No,No,,390,Km2,,,,2005,7,21,2005,7,22,16,23,,,23,,,,,560,874,64.09274026,"[{""adm2_code"":13306,""adm2_name"":""Zhaotong""}]",2005/9/9,2023/9/25
2005-0592-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shiyan district (Hubei Sheng province), Hanzhong district (Shaanxi Sheng province)",Heavy rains,,No,No,No,,29520,Km2,,,Hanjiang river (Yangtze tributary),2005,9,29,2005,10,6,20,,4610000,,4610000,,,,,239000,372897,64.09274026,"[{""adm2_code"":13119,""adm2_name"":""Shiyan""},{""adm2_code"":13221,""adm2_name"":""Hanzhong""}]",2006/1/20,2023/9/25
2005-0600-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Weinan district (Shaanxi Sheng province), Hubei Sheng province",Heavy rains,,No,No,No,,12380,Km2,,,Weihe (Yellow river tributary),2005,10,3,2005,10,6,20,,,80000,80000,,,,,240000,374457,64.09274026,"[{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm2_code"":13219,""adm2_name"":""Weinan""}]",2006/2/28,2023/9/25
2005-0729-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Minxian area (Dingxi district, Gansu Sheng province)",,,No,No,No,,2020,Km2,,,,2005,5,28,2005,5,29,8,,8842,,8842,,,,,4600,7177,64.09274026,"[{""adm2_code"":13022,""adm2_name"":""Dingxi""}]",2006/1/16,2023/9/25
2005-0730-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shunchang Xian, Nanping Shi, Jian'ou Shi areas (Nanping district, Fujian Sheng province), Ningde, Fuzhou, Longyan, Sanming districts (Fujian Sheng province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,93630,Km2,,,Minjiangriver and tributaries,2005,6,17,2005,6,25,19,,650000,,650000,,,,,180700,281935,64.09274026,"[{""adm2_code"":13005,""adm2_name"":""Fuzhou""},{""adm2_code"":13008,""adm2_name"":""Sanming""},{""adm2_code"":13011,""adm2_name"":""Nanping""},{""adm2_code"":13012,""adm2_name"":""Longyan""},{""adm2_code"":13013,""adm2_name"":""Ningde""}]",2006/1/16,2023/9/25
2005-0751-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jilin district (Jilin Sheng province), Hegang, Yichun, Daqing, Qiqihar, Harbin districts (Heilongjiang Sheng province)",Heavy rains,,No,No,No,,275000,Km2,,,,2005,7,1,2005,8,12,5,,1270000,,1270000,,,,,271000,422825,64.09274026,"[{""adm2_code"":13086,""adm2_name"":""Harbin""},{""adm2_code"":13087,""adm2_name"":""Qiqihar""},{""adm2_code"":13089,""adm2_name"":""Hegang""},{""adm2_code"":13091,""adm2_name"":""Daqing""},{""adm2_code"":13092,""adm2_name"":""Yichun""},{""adm2_code"":13169,""adm2_name"":""Jilin""}]",2006/1/24,2023/9/25
2006-0199-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jiangxi Sheng, Hubei Sheng provinces",Torrential rain,Rain,No,No,No,,,Km2,,,,2006,4,9,2006,5,11,21,461,,10000,10461,,,,,333000,503323,66.16033056,"[{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]",2007/3/9,2023/9/25
2006-0250-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guizhou Sheng province,Heavy rains,,No,No,No,,175200,Km2,26.92,106.58,,2006,4,21,2006,5,15,22,,36900,,36900,,,,,36000,54413,66.16033056,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""}]",2007/1/5,2023/9/25
2006-0264-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Fujian Sheng province,Monsoonal rain,Broken Dam/Burst bank,No,No,No,,76600,Km2,26.75,118.57,"Mi, Bashili, Pearl",2006,5,30,2006,6,9,57,,356000,,356000,,,,,393000,594012,66.16033056,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""}]",2007/1/6,2023/9/25
2006-0266-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Jingzhou district (Hubei Sheng province),Heavy rain,,No,No,No,,107400,Km2,30.92,112.9,,2006,5,24,2006,5,31,3,35,,350000,350035,,,,,,,66.16033056,"[{""adm2_code"":13125,""adm2_name"":""Jingzhou""}]",2007/3/8,2023/9/25
2006-0297-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Chenzhou, Zhuzhou, Loudi districts (Hunan Sheng province)",,,No,No,No,,58070,Km2,26.2,112.75,Xiangjiang River,2006,6,13,2006,6,16,2,,1410000,,1410000,,,,,,,66.16033056,"[{""adm2_code"":13131,""adm2_name"":""Zhuzhou""},{""adm2_code"":13139,""adm2_name"":""Chenzhou""},{""adm2_code"":13142,""adm2_name"":""Loudi""}]",2007/1/6,2023/9/25
2006-0298-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Wangmo Xian area (Qianxinan Buyei and Miao district, Guizhou Sheng province), Luodian Xian area (Qiannan Buyei and Miao district, Guizhou Sheng province), Qianxi Xian area (Bijie district, Guizhou Sheng province), Anshun district (Guizhou Sheng province)",Heavy rain,Rain,No,No,No,,11680,Km2,25.51,106.51,,2006,6,12,2006,6,16,50,,,12000,12000,,,,,141000,213119,66.16033056,"[{""adm2_code"":13067,""adm2_name"":""Qianxinan Buyei and Miao""},{""adm2_code"":13068,""adm2_name"":""Bijie""},{""adm2_code"":13069,""adm2_name"":""Anshun""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""}]",2007/3/9,2023/9/25
2006-0300-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Wuzhou, Baise districts (Guangxi Zhuangzu Zizhiqu province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,4210,Km2,23.42,111.38,,2006,6,8,2006,6,15,21,24,4600000,,4600024,,,,,,,66.16033056,"[{""adm2_code"":13052,""adm2_name"":""Wuzhou""},{""adm2_code"":13061,""adm2_name"":""Baise""}]",2007/1/6,2023/9/25
2006-0323-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yongding Xian area (Longyan district, Fujian Sheng province), Chayangzhen village (Meizhou district, Guangdong Sheng province)",Torrential rains,,No,No,No,,36280,Km2,24.73,116.87,,2006,6,17,2006,6,19,23,,5000,,5000,,,,,,,66.16033056,"[{""adm2_code"":13012,""adm2_name"":""Longyan""},{""adm2_code"":13039,""adm2_name"":""Meizhou""}]",2007/1/6,2023/9/25
2006-0336-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2006-000095,,CHN,China,Eastern Asia,Asia,"Si Xian, Xiao Xian areas (Suzhou district, Anhui Sheng province), Fengyang Xian area (Chuzhou district, Anhui Sheng province), Bozhou Shi, Fuyang Shi areas (Name Unknown (12994) district, Anhui Sheng province), Dafeng Shi area (Yancheng district, Jiangsu Sheng province), Bengbu, Huaibei districts (Anhui Sheng province), Henan Sheng province",Heavy rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,No,,22760,Km2,34.04,117.03,43710,2006,6,28,2006,7,6,30,,4120000,,4120000,,,,,679000,1026295,66.16033056,"[{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm2_code"":12986,""adm2_name"":""Bengbu""},{""adm2_code"":12989,""adm2_name"":""Huaibei""},{""adm2_code"":12993,""adm2_name"":""Chuzhou""},{""adm2_code"":12994,""adm2_name"":""Name Unknown""},{""adm2_code"":12995,""adm2_name"":""Suzhou""},{""adm2_code"":13152,""adm2_name"":""Yancheng""}]",2007/3/9,2025/3/6
2006-0337-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Zhenxiong Xian area (Zhaotong district, Yunnan Sheng province), Gulin Xian area (Luzhou district, Sichuan Sheng province), Sandu Shui Zizhixian area (Qiannan Buyei and Miao district, Guizhou Sheng province), Rongjiang Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province), Bijie, Zunyi districts (Guizhou Sheng province)",Heavy rain,"Rain|Slide (land, mud, snow, rock)",No,No,No,,109600,Km2,,,,2006,6,28,2006,7,8,42,9,10000,,10009,,,,,11000,16626,66.16033056,"[{""adm2_code"":13065,""adm2_name"":""Zunyi""},{""adm2_code"":13068,""adm2_name"":""Bijie""},{""adm2_code"":13070,""adm2_name"":""Qiandongnan Miao and Dong""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""},{""adm2_code"":13258,""adm2_name"":""Luzhou""},{""adm2_code"":13306,""adm2_name"":""Zhaotong""}]",2007/3/9,2023/9/25
2006-0339-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Sandu Shui Zizhixian area (Qiannan Buyei and Miao district, Guizhou Sheng province), Rongjiang Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province)",Torrential rains,,No,No,No,,11360,Km2,26.01,108.45,Duliujiang,2006,6,25,2006,6,26,6,,270000,,270000,,,,,6500,9825,66.16033056,"[{""adm2_code"":13070,""adm2_name"":""Qiandongnan Miao and Dong""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""}]",2007/1/6,2023/9/25
2006-0340-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shaoyang, Huaihua, Loudi, Zhangjiajie, Xiangxi Tujia and Miao districts (Hunan Sheng province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,34990,Km2,27.06,111.06,,2006,6,25,2006,6,26,29,16,2375000,,2375016,,,,,,,66.16033056,"[{""adm2_code"":13134,""adm2_name"":""Shaoyang""},{""adm2_code"":13137,""adm2_name"":""Zhangjiajie""},{""adm2_code"":13141,""adm2_name"":""Huaihua""},{""adm2_code"":13142,""adm2_name"":""Loudi""},{""adm2_code"":13143,""adm2_name"":""Xiangxi Tujia and Miao""}]",2007/3/9,2023/9/25
2006-0364-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Yichun district (Heilongjiang Sheng province),Heavy rain,,No,No,No,,1400,Km2,47.73,128.9,,2006,7,11,2006,7,13,,,4000,,4000,,,,,,,66.16033056,"[{""adm2_code"":13092,""adm2_name"":""Yichun""}]",2007/1/6,2023/9/25
2006-0367-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Qinzhou, Yulin districts (Guangxi Zhuangzu Zizhiqu province)",Monsoonal rain,,No,No,No,,20120,Km2,22.35,109.4,,2006,7,7,2006,7,11,10,,1400000,,1400000,,,,,31000,46856,66.16033056,"[{""adm2_code"":13055,""adm2_name"":""Qinzhou""},{""adm2_code"":13057,""adm2_name"":""Yulin""}]",2007/1/6,2023/9/25
2006-0371-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Altay district (Xinjiang Uygur Zizhiqu province),Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,138200,Km2,43.32,83.77,,2006,7,2,2006,7,5,20,16,2400,,2416,,,,,,,66.16033056,"[{""adm2_code"":13294,""adm2_name"":""Altay""}]",2007/3/9,2023/9/25
2006-0392-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Lengquanzhen village (Mengzi Xian area, Honghe Hani and Yi district, Yunnan Sheng province)",Heavy rain,,No,No,No,,1666,Km2,24.66,102.18,,2006,7,20,2006,7,21,35,,,,,,,,,,,66.16033056,"[{""adm2_code"":13308,""adm2_name"":""Honghe Hani and Yi""}]",2007/1/6,2023/9/25
2006-0394-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Shizuishan district (Ningxia Huizu Zizhiqu province),Monsoonal rain,,No,No,No,,1726,Km2,39.04,106.59,,2006,7,14,2006,7,17,1,,1200,,1200,,,,,,,66.16033056,"[{""adm2_code"":13204,""adm2_name"":""Shizuishan""}]",2007/1/6,2023/9/25
2006-0481-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Luqu Xian, Zhuoni Xian areas (Gannan Tibetan district, Gansu Sheng province)",Brief torrential rain,,No,No,No,,16920,Km2,34.7,102.68,,2006,8,30,2006,8,31,15,,,,,,,,,,,66.16033056,"[{""adm2_code"":13027,""adm2_name"":""Gannan Tibetan""}]",2007/1/8,2023/9/25
2006-0567-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Honghe Hani and Yi (Yunnan Sheng province),Continuous rain,"Slide (land, mud, snow, rock)",No,No,No,,24770,Km2,23.34,102.64,,2006,10,6,2006,10,12,27,4,20000,,20004,,,,,,,66.16033056,"[{""adm2_code"":13308,""adm2_name"":""Honghe Hani and Yi""}]",2007/3/9,2023/9/25
2006-0732-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yangjiang, Maoming, Jiangmen, Zhanjiang districts (Guangdong Sheng province), Hunan Sheng, Guizhou Sheng provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2006,5,4,2006,5,8,16,,,7000,7000,,,,,57000,86154,66.16033056,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm2_code"":13034,""adm2_name"":""Jiangmen""},{""adm2_code"":13035,""adm2_name"":""Zhanjiang""},{""adm2_code"":13036,""adm2_name"":""Maoming""},{""adm2_code"":13042,""adm2_name"":""Yangjiang""}]",2007/3/8,2023/9/25
2007-0166-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000234,,CHN,China,Eastern Asia,Asia,Jiangxi Sheng province,Heavy rain,,No,No,No,,168600,Km2,27.2,116.14,,2007,6,1,2007,6,6,,,250000,,250000,,,,,13000,19104,68.04767383,"[{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]",2007/6/14,2025/3/13
